# t	vel	pos
3.35	-11.8867	7.85674
3.36	-11.952	7.77717
3.37	-12.0173	7.69717
3.38	-12.0827	7.61672
3.39	-12.148	7.53585
3.4	-12.2133	7.45453
3.41	-12.2787	7.37278
3.42	-12.344	7.2906
3.43	-12.4093	7.20798
3.44	-12.4747	7.12492
3.45	-12.54	7.04143
3.46	-12.6053	6.95751
3.47	-12.6707	6.87314
3.48	-12.736	6.78835
3.49	-12.8013	6.70311
3.5	-12.8667	6.61744
3.51	-12.932	6.53134
3.52	-12.9973	6.4448
3.53	-13.0627	6.35782
3.54	-13.128	6.27041
3.55	-13.1933	6.18257
3.56	-13.2587	6.09428
3.57	-13.324	6.00557
3.58	-13.3893	5.91641
3.59	-13.4547	5.82682
3.6	-13.52	5.7368
3.61	-13.5853	5.64634
3.62	-13.6507	5.55544
3.63	-13.716	5.46411
3.64	-13.7813	5.37235
3.65	-13.8467	5.28014
3.66	-13.912	5.18751
3.67	-13.9773	5.09443
3.68	-14.0427	5.00092
3.69	-14.108	4.90698
3.7	-14.1733	4.8126
3.71	-14.2387	4.71778
3.72	-14.304	4.62253
3.73	-14.3693	4.52685
3.74	-14.4347	4.43072
3.75	-14.5	4.33417
3.76	-14.5653	4.23717
3.77	-14.6307	4.13974
3.78	-14.696	4.04188
3.79	-14.7613	3.94358
3.8	-14.8267	3.84484
3.81	-14.892	3.74567
3.82	-14.9573	3.64607
3.83	-15.0227	3.54602
3.84	-15.088	3.44555
3.85	-15.1533	3.34463
3.86	-15.2187	3.24328
3.87	-15.284	3.1415
3.88	-15.3493	3.03928
3.89	-15.4147	2.93662
3.9	-15.48	2.83353
3.91	-15.5453	2.73001
3.92	-15.6107	2.62604
3.93	-15.676	2.52165
3.94	-15.7413	2.41681
3.95	-15.8067	2.31154
3.96	-15.872	2.20584
3.97	-15.9373	2.0997
3.98	-16.0027	1.99312
3.99	-16.068	1.88611
4	-16.1333	1.77867
4.01	-16.1987	1.67078
4.02	-16.264	1.56247
4.03	-16.3293	1.45371
4.04	-16.3947	1.34452
4.05	-16.46	1.2349
4.06	-16.5253	1.12484
4.07	-16.5907	1.01434
4.08	-16.656	0.903413
4.09	-16.7213	0.792047
4.1	-16.7867	0.680244
4.11	-16.852	0.568007
4.12	-16.9173	0.455333
4.13	-16.9827	0.342224
4.14	-17.048	0.22868
4.15	-17.1133	0.1147
4.16	-17.1787	0.000284444
4.17	-17.244	-0.114567
